Sentiment,SentimentText,Processed_Text
0, fine i just wanted to share with u the greatness of baby soup. and how it contributes to a cannibal society! ,want share u great babi soup contribut cannib societi
1,&quot;Cookout&quot; by @boburnham is hilarious. Passing it on to all my buds ,boburnham hilari pass bud
0, Roommate reunion and im is stupid NEW MEXICO,reunion im stupid new mexico
1,&gt;&gt; excerpt from Memoirs Of A Teenage Amnesiac by Gabrielle Zevin. ,excerpt memoir teenag amnesiac gabriel zevin
0,- I felt really sad when I heard that Paul McCartney's squirrel was going to be shot  Fortunately I'd got the w.. http://htxt.it/l/qKpSIk,felt realli sad heard paul mccartney squirrel go shot fortun id got w httphtxtitlqkpsik
1,#haveyouever had a girl crush? lmao.when u KNOW ur straight.but there's a girl who u would cross the line w/. Nicki Minaj ,girl crush lmaowhen u know ur straightbut there girl u would cross line w nicki minaj
0, Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.,ninja weekendi miss dearli best 200 spent ticket
1,#musicmonday Last Night On Earth  by The Best Band Ever Obviously I Mean Green Day &lt;3&lt;3&lt;3 I love u with all my soul BJA! ,last night earth best band ever obvious mean green day lt3lt3lt3 love u soul bja
1,&quot;Dance your ass off&quot; is a new show I know I'm going to fall in love with ,ass offquot new show know im go fall love
0, i always hoped it wasn't true.,alway hope true
0, Radio Disney isn't playing anything here! WTF??,disney play anyth wtf
1,#followfriday FOLLOW ME ,follow
0, having trouble sleeping.,troubl sleep
0,"#Swim&amp;Run #Cologne was great!Lesson learnedon't bring water w/ gas.Cost me 5-7min.,easy ",cologn greatlesson learnedo bring water w gascost 57mineasi
1,#cravesushi Looking for good music and beautiful people? Come ROLL with us at Crave Sushi!!! DJ UNT tonite ,look good music beauti peopl come roll us crave sushi dj unt tonit
0, I love it tho lol ? http://blip.fm/~78nrn,love tho lol httpblipfm78nrn
0, pray for the six people who died in the Washington metro train crash..,six peopl die washington metro train crash
0,  my aunties dog is getting put down  hes my dogs brother aswell ,aunti dog get put he dog brother aswel
1," on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it's way ",big boat bob thame sun shin aroma lunch fill restaur beer way
1,"#myweakness .... is simply the shoe section.anytime you go shopping for anything, you end up shopping for shoes. am i right?Gossip Girl? ",simpli shoe sectionanytim go shop anyth end shop shoe rightgossip girl
0,#addictedto my blackberry 8900 ,blackberri 8900
1,#facup really the score was Chelsea 3 Everton 1 (the ball off bar was over line) so Everton no chance. Game started with lots of energy ,realli score chelsea 3 everton 1 ball bar line everton chanc game start lot energi
0, is having spag bowl.. was going to have a BBQ but tesco had no rolls at all ,spag bowl go bbq tesco roll
0, Ian Crawford isn't with The Cab anymorrrrrrrree,crawford cab anymorrrrrrrre
1,  My mom is the funniest person ever!  ,mom funniest person ever
0,#Twitter content will most likely be used for targeted advertising to the owner. ,content like use target advertis owner
0,&amp;&amp;i made more then a couple DUMB mistakes on the math regents ,made coupl dumb mistak math regent
0," Lines, Vines &amp; Trying Times wasn't out yet. But it IS 16th June. What's going on ?",vine amp tri time yet 16th june what go
0,"  i need to think of something else, first. ",need think someth els first
0, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?,tri tri hard seem get credit wat prob
0, I is to drunk to know if in a partht or what nor,drunk know partht
0, I love you,love
1,#followfriday Thanks @TraceyHewins @AntMcl @AberOnline @howlertwit @FlissTee @nessie_111 @Hyper8  @ShelliMayfield @uincornoflove @donchad ,thank traceyhewin antmcl aberonlin howlertwit flisste nessie111 hyper8 shellimayfield uincornoflov donchad
1,#smcsyd 1st social event I've been to that plays live twitterfeed. Feel for u guys up there - scary!! U doing gr8 job tho. Go u ,1st social event ive play live twitterfe feel u guy scari u gr8 job tho go u
0,&lt;3 going shopping later... after get a much needed nap... alch+orange pixy= dead body ,go shop later get much need nap alchorang pixi dead bodi
1, I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!  ,get review kati nina colett get life good
1,#gonzpiration montreal represent!   (World Record Attempt in Paris live &gt; http://ustre.am/2X3V),montreal repres world record attempt pari live gt httpustream2x3v
0,#windows7rc installed on nc10. Also converted from trial to paid for version of MSOnline. Had to pay for 5 licenses but only needed 2. ,instal nc10 also convert trial paid version msonlin pay 5 licens need 2
0,#iranelection and i notice they announce that they hurt everybody that protest after that  here is Tehran 8:04pm and still they are there,notic announc hurt everybodi protest tehran 804pm still
0,$68.18!! Crude Oil up again! ,crude oil
1,&lt; Benni is our daddy.  &gt;,benni daddi gt
0,- you must be kidding me. my poor EfivefourE.  why is my life so &quot;exciting&quot;?,must kid poor efivefour life quotexcitingquot
0, Im gonna miss those kiddy winks *sigh*,gon na miss kiddi wink sigh
0,#sytycd I can't lust over any of these guys since they're like 12 ,lust guy sinc theyr like 12
1, insomniac enjoying life @ 3:21AM.,enjoy life 321am
0,#myweakness MY KINDNESS ,kind
1,#FollowFriday He's one of those people you just wanna hug  @kismet100,he one peopl wan na hug kismet100
0, last night I fell while I was taking the trash out... I really hurt my arm but now I am feeling better..need to study really soon!,night fell take trash realli hurt arm feel betterne studi realli soon
0,#dontyouhate when u have a really great thought and then it leaves ur mind  sorry guys lol,u realli great thought leav ur mind sorri guy lol
1, im followin demi she rocks,followin demi rock
0, can't ever find parking,ever find park
0,"&quot;i'd stay like this forever if i could..&quot; blah, i miss him already. ",stay like forev couldquot blah miss alreadi
1," i know i'm a syllable whore, sorry but i did it on purpose.....",know im syllabl whore sorri purpos
1, nice day outside. Laying down sleepin.,day outsid lay sleepin
0, I'm so confused...,confus
1,&quot;I'm walking into spiderwebs so leave a message and I'll call you back&quot; ,walk spiderweb leav messag ill call backquot
0,#dontyouhate when joining in with the trending topics ebbs your flow of creativity ,join trend topic ebb flow creativ
0, coz he's ,he
1,#Eminem is the highest selling artists of the 2000 uh huh thats whats up ,highest sell artist 2000 uh huh that what
1," @hawaiibuzz: &quot;yes, i am lol j/k luv this! @DJDolceVita: &quot;you are like a gentle breeze that has blown throug... Ã¢ÂÂ« http://blip.fm/~7s7mn",quoty lol jk luv djdolcevita quotyou like gentl breez blown throug ã¢ââ « httpblipfm7s7mn
0,"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... ",boy rowdi dad home weve lot fun amp make lot nois jammi time upon us
1, flordia- and @stellarkartband- where do u send in the pictures of the shrits? saw ur update on facebook ,stellarkartband u send pictur shrit saw ur updat facebook
0, SOMEONE fell asleep before I got home. No goodnights no nothin'.,fell asleep got home goodnight nothin
1,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/pwjf7e",good massag amp sexi girl amp 100 real photo 13341015518 w4 beij hi httptinyurlcompwjf7
0,"#nba sucks, just saying. They take over bones some nights. ",suck say take bone night
0, 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.,new result 5 minut repli davidarchi hell never get chanc repli
0,&amp;&amp; it always seems to happen to me...around eating ice cream alone ,alway seem happen mearound eat ice cream alon
1, Hanging out with Steven Mohler on Sunday! ah :],steven mohler sunday ah
0,#3turnoffwords no not tonight ,tonight
0,#3turnoffwords &quot;F*ck The Lakers.&quot; ,quotfck lakersquot
0,                                     I miss her so much already...,miss much alreadi
1,&quot;Do It Again&quot; (Blogula Remix) de The Fire and Reason http://bit.ly/nsKpZ ÃÂ¡GRATIS! ,againquot blogula remix de fire reason httpbitlynskpz ãâ¡grati
1,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/qusd3s",good massag amp sexi girl amp 100 real photo 13341015518 w4 beij hi httptinyurlcomqusd3
1,&quot;come to the backdoor and i'll give it to you for free.&quot; i'm a whore. ,backdoor ill give freequot im whore
1,"#DuckRaces in the bath don't quite work  Especially if you have no ducks! Only a polar bear,a seal &amp; a whale.",bath quit work especi duck polar beara seal amp whale
0, RIP Allan King. Canada's film landscape is a lot flatter today. http://bit.ly/Od4IY,allan king canada film landscap lot flatter today httpbitlyod4iy
1," just got back from church with pam,",got back church pam
0," I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!",feel terribl gosh manag ruin quickli ive home hour ive alreadi mess someth
1,"#breakfast one egg, two slices of whole wheat bread, tomatoes &amp; lethes from the garden &amp; freash squeezed orange juise ",one egg two slice whole wheat bread tomato amp leth garden amp freash squeez orang juis
1,"#chaser was pretty good tonight. I miss the old eps, but it was much better than what could have been. So kudos to the boys ",pretti good tonight miss old ep much better could kudo boy
1, keeping it chilled.,chill
0, i'm just lost,lost
0,&quot; Thinking about school ,think school
0, okay. Imy,imi
1,#3hotwords do it again ,
0, Seriously!? I was on ticketmaster for 10 minutes spam refreshing and right at 10 I tried to buy and there are NO tickets?! WTF ,ticketmast 10 minut spam refresh right 10 tri buy ticket wtf
1,#3hotwords Kim Jong il. http://tinyurl.com/ad5z3j Awww yeah. ,kim jong il httptinyurlcomad5z3j awww yeah
0, Talk about being awakened onn the wrong side of the bed.,awaken onn wrong side bed
1,"&quot;Designing for the Web&quot;: Unboxing http://bit.ly/8wHds Thanks @markboulton! Beautiful book, awesome content!  #fivesimplesteps",webquot unbox httpbitly8whd thank markboulton beauti book awesom content fivesimplestep
0," Sometime in the night, I had to get up and drag my cat to bed because she was scratching at the door. Now my tummy's all scratched.",night get drag cat bed scratch door tummi scratch
1,"#myweakness Sex, drugs, shaking my ass for hours at a time, techno, and most importantly, Zac ",sex drug shake ass hour time techno importantli zac
0, im not even allowed my eye drops,even allow eye drop
0, i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish,found 2 gold fish die name gerard mikey ok tomorrow get new fish
0,#FF @TheRealMahogany (even though she's done w/ me) ,therealmahogani even though she done w
1,     who else is in a happy mood?? =D,els happi mood
0,#TRUESTATEMENT I DON'T WANNA LOSE MY &quot;BLACKIE&quot;  ,wan na lose quotblackiequot
1,--- Meagan Good Fansite ; FOLLOW US! ,meagan good fansit follow us
1, cocoa pebbles at midnight. xD,pebbl midnight xd
0, so so over everything,everyth
0, I feel like there's school tomorrow. Most likely there will be.  NOOOOOOOO...,feel like there school tomorrow like noooooooo
1,#ASOT400 SAVE SIMON FOR LAST!   cause his stuff bumps the hardest  ,save simon last caus stuff bump hardest
